allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,championId,championName,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,summonerLevel,teamEarlySurrendered,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,0,7,0,0,0,0,11817,14,81,Ezreal,0,2,6330,6330,6330,10575,0,7,1,0,0,6,0,False,False,False,True,False,False,1,11041,10275,0,0,1,0,1055,3004,3158,3035,6632,3133,3363,20,3,10,0,3,1,378,17508,6225,7001,0,0,0,0,0,0,0,5,0,76629,13711,11934,0,0,0,248,False,MIDDLE,3,1366,,94890,20055,0,19528,,3782,0,130,61,193,1,0,752,118,592,3,3,1,0,16,1,0,7,True
1,2,11,2,0,0,4,12908,14,360,Samira,6,3,4416,6817,4416,13959,0,4,2,2,0,2,2,False,True,False,False,False,False,17,14397,11300,0,2,2,0,1055,3036,6673,6676,0,3047,3363,21,4,14,488,5,3,429,10310,2056,6840,0,19,1,0,1,0,0,42,0,102065,20404,13817,0,0,0,387,False,BOTTOM,9,1366,,114465,23221,0,21292,,8699,336,171,74,104,3,1,2089,761,635,3,4,1,0,20,2,3,6,True
0,1,21,0,0,0,0,9635,12,12,Alistar,3,3,3444,3444,3444,18060,0,4,1,0,0,1,0,True,False,False,False,False,False,0,8738,8525,0,0,1,0,3860,3117,6667,2031,3075,1011,3364,16,0,1,4,0,1,485,12103,5279,4978,0,0,0,0,0,0,0,7,0,6055,933,14317,0,0,0,341,False,UTILITY,42,1366,,24452,6823,0,22505,,10366,4393,28,92,88,4,0,6293,610,3210,1,4,1,0,24,1,4,7,True
2,0,2,2,0,0,0,12551,14,24,Jax,6,14,10901,10901,10901,24339,0,11,1,0,0,5,0,False,False,False,False,False,False,0,10958,9600,0,0,0,3,1054,6632,3111,3091,1037,0,3340,30,0,2,0,0,1,318,54443,9976,8984,0,0,0,1,0,0,0,2,0,86321,8376,19433,0,0,0,168,False,TOP,21,1678,,151230,18353,0,30607,,2989,0,177,121,360,1,0,10465,0,2189,4,4,11,0,9,3,0,6,False
0,0,8,0,0,0,0,11170,13,59,JarvanIV,4,5,126,24075,126,29772,0,9,3,0,2,3,0,False,False,False,False,False,False,10,11831,11450,1,0,0,3,3156,1028,2055,6692,3111,6676,3364,22,2,7,4452,2,1,766,6704,252,8804,0,112,0,1,0,0,0,27,0,108434,12357,14876,4,0,0,364,False,JUNGLE,17,1678,,144258,13571,0,24831,,6600,0,27,453,287,1,0,29119,960,1150,0,0,11,0,29,4,6,3,False
0,0,6,0,0,0,0,12643,14,711,Vex,4,0,2627,3086,2627,17396,0,9,0,1,0,6,0,False,False,False,False,False,False,0,11062,10400,0,0,0,3,2033,6656,3157,3020,3165,0,3340,15,1,7,0,3,2,377,104339,22727,15909,0,4,0,1,0,0,0,0,0,11395,1238,4798,0,0,0,342,False,MIDDLE,37,1678,,122277,24947,0,23049,,1065,0,142,443,283,1,0,6542,982,2342,1,1,11,0,12,0,0,8,False
0,0,4,0,0,0,0,11595,14,145,Kaisa,7,3,399,592,399,11463,0,8,1,0,0,0,0,False,False,False,False,False,False,5,10236,9725,0,0,0,3,6671,1043,3006,6676,1053,0,3363,18,1,4,378,2,1,773,13421,3980,12864,0,12,0,1,0,0,0,4,0,109869,10354,7589,0,0,0,105,False,BOTTOM,2,1678,,127986,14470,0,22097,,2734,0,196,29,246,1,0,4696,136,1643,0,0,11,0,32,1,2,8,False
0,1,4,0,0,0,0,7803,11,51,Caitlyn,1,4,575,5415,575,6404,0,7,2,0,0,1,0,False,False,False,False,False,False,0,6961,6250,0,0,0,3,3864,2031,3158,3134,3133,3179,3364,20,0,1,0,0,1,459,817,737,9846,0,0,0,1,0,0,0,8,0,28652,9172,5234,0,0,0,404,False,UTILITY,20,1678,,31392,9910,0,15852,,2349,440,38,61,204,2,0,1921,0,771,0,0,11,0,57,2,8,18,False
0,3,20,0,0,0,2,15066,16,113,Sejuani,1,8,6260,14161,6260,41041,0,3,3,0,0,0,0,True,False,False,True,False,False,2,11574,11250,0,1,3,0,3047,3110,6662,3076,0,3068,3340,29,2,9,0,6,1,687,24082,8111,13011,0,0,0,0,0,0,0,3,0,59934,8958,15827,0,0,0,262,False,TOP,29,1678,,84735,17788,0,28963,,4116,0,90,142,85,1,0,718,718,123,1,8,5,0,22,4,2,12,True
0,2,16,0,0,0,1,15435,16,4,TwistedFate,1,2,7830,11378,7830,9063,0,4,2,2,0,8,0,False,False,False,False,False,False,0,12600,12250,0,0,1,0,2033,3100,3158,6657,3089,4630,3363,16,2,10,0,5,2,534,91798,21182,9065,0,0,0,0,0,0,0,14,0,11456,2200,11706,1,0,0,297,False,MIDDLE,38,1678,,105033,25005,0,21369,,3965,0,139,93,142,1,0,1778,1622,598,5,6,5,0,15,2,1,9,True
2,1,14,0,1,0,12,16331,16,876,Lillia,6,1,1228,36363,1228,19800,0,6,0,3,2,2,0,False,True,False,False,False,False,0,15861,14900,0,1,3,0,4637,3157,6653,3158,4629,1058,3364,21,1,16,0,12,2,377,131543,19298,10563,0,133,0,0,0,0,0,6,0,15125,775,18617,0,0,0,341,False,JUNGLE,21,1678,,220406,25396,0,30247,,15994,0,49,268,164,1,0,73736,5322,1066,0,3,5,0,9,0,2,2,True
0,1,11,0,0,0,3,12588,14,236,Lucian,0,5,8773,30949,8773,8180,0,4,0,0,0,3,0,False,False,False,False,False,False,1,11991,10175,1,1,3,0,1055,6671,3006,6676,3133,1037,3340,22,2,8,1567,3,1,645,10714,1998,4470,0,8,1,0,1,0,0,8,0,119454,14890,11565,0,0,0,224,False,BOTTOM,4,1678,,159396,17322,0,16083,,3334,0,169,59,127,1,0,29227,433,48,4,8,5,0,16,0,0,9,True
0,5,30,0,0,0,0,11421,13,902,Milio,28,10,2113,4263,2113,12010,0,4,2,0,0,19,0,False,False,False,False,False,False,2,8378,7550,0,0,3,0,3853,2065,2055,3158,3504,3067,3364,26,0,1,0,0,1,907,17876,4108,5242,0,0,0,0,0,0,0,26,0,3914,1540,12928,0,0,0,306,False,UTILITY,17,1678,,21791,5648,3743,18414,,10225,5553,12,163,86,5,0,0,0,242,1,6,5,0,33,4,2,16,True
0,0,8,0,1,0,0,14815,16,41,Gangplank,1,0,5023,12002,5023,12205,0,6,0,0,0,0,0,False,False,False,False,False,True,0,11982,10175,0,0,0,0,3508,1037,1053,3158,6675,6670,3340,15,1,2,1091,2,1,678,6632,3181,5955,0,14,0,0,0,0,0,0,0,156011,9853,14441,0,0,0,605,False,TOP,10,1627,,179554,16180,0,21171,,5037,0,178,298,210,1,0,16910,3145,775,1,1,2,0,14,0,0,9,True
2,3,10,0,0,0,3,17155,17,517,Sylas,2,2,4294,8701,4294,24515,0,2,0,1,0,2,0,False,False,False,False,False,True,0,11996,8650,0,0,0,0,4629,1056,6657,1058,3158,0,3363,16,2,10,0,6,2,968,109959,25001,16562,0,8,0,0,0,0,0,7,0,9646,652,21240,0,0,0,297,False,MIDDLE,29,1627,,130328,27402,0,38533,,18636,0,153,348,61,1,0,10722,1748,730,1,1,2,0,21,0,2,9,True
0,2,11,0,0,0,2,15090,16,131,Diana,4,0,46,75791,46,54797,0,1,0,1,4,2,0,False,False,False,False,False,True,0,14048,12150,0,0,0,0,6665,3115,2031,3020,4637,3145,3364,16,2,12,0,10,2,1329,199184,25287,5891,0,163,0,0,0,0,0,10,0,41629,2598,16029,1,0,0,341,False,JUNGLE,13,1627,,284729,29077,0,23742,,12841,0,34,194,42,1,0,43915,1192,1821,1,1,2,0,28,0,9,0,True
1,3,9,0,0,0,1,11319,13,96,KogMaw,0,4,6226,15463,6226,12690,0,7,2,2,0,0,0,False,True,False,False,False,True,2,13464,12960,0,0,0,0,6677,3153,6672,3006,3091,0,3340,24,3,12,0,4,2,340,33964,10361,8147,2,32,0,0,0,0,0,7,0,93134,13400,12704,1,0,0,464,False,BOTTOM,15,1627,,141798,27547,0,21554,,7902,607,147,362,175,3,0,14700,3784,702,2,4,2,0,27,2,1,10,True
0,8,22,3,0,0,1,9651,12,117,Lulu,0,6,1053,2162,1053,7552,0,2,4,0,0,10,0,True,False,False,False,False,True,9,8322,7650,1,0,0,0,3853,2065,0,3117,3011,1057,3364,21,0,1,0,0,1,1345,8451,4305,5668,0,0,0,0,0,0,0,2,0,2617,1268,5099,0,0,0,203,False,UTILITY,25,1627,,12241,6622,7240,11010,,1220,0,9,233,72,1,0,1173,1049,242,1,4,2,0,53,4,3,25,True
1,11,4,0,0,0,0,12936,14,54,Malphite,3,0,4480,4964,4480,48465,0,6,0,0,0,8,0,False,False,False,False,False,True,2,10452,10200,0,0,0,0,2033,6662,3047,3076,4401,1011,3340,21,1,5,0,3,1,753,47928,9825,15532,0,0,0,0,0,0,0,12,0,59959,8527,9394,0,0,0,169,False,TOP,38,1627,,108187,18502,0,28076,,1510,0,143,1522,183,1,0,300,150,3149,1,1,6,0,7,0,1,4,False
2,0,5,0,0,0,0,9962,13,62,MonkeyKing,0,7,0,2599,0,17941,0,6,3,0,0,1,0,False,False,False,False,False,True,3,8852,8300,0,0,0,0,1103,2031,2055,3111,6632,3071,3364,19,1,4,0,2,1,861,15697,1585,12405,0,76,0,0,0,0,0,22,0,77176,11253,13549,0,0,0,330,False,JUNGLE,15,1627,,117732,13687,0,27718,,8226,0,49,112,171,1,0,24858,848,1763,0,0,6,0,14,6,0,5,False
0,0,3,0,0,0,0,10468,13,8,Vladimir,0,0,86,364,86,13956,0,8,0,0,0,8,0,False,False,False,False,False,True,0,7774,8050,0,0,0,0,3152,3116,3158,0,0,3916,3363,16,0,4,0,0,1,381,73889,17450,20261,0,5,0,0,0,0,0,4,0,9692,1268,5538,0,0,0,461,False,MIDDLE,5,1627,,83581,18719,0,28654,,16115,0,121,96,210,1,0,0,0,2853,0,0,6,0,15,0,2,8,False
0,0,3,0,0,0,0,9972,13,67,Vayne,1,2,1402,3285,1402,10985,0,8,0,0,0,2,0,False,False,False,False,False,True,3,9828,9800,0,0,0,0,6673,3124,3091,0,2422,0,3340,17,1,4,239,2,1,619,621,271,12354,0,8,0,0,0,0,0,1,0,73562,10170,6207,0,0,0,336,False,BOTTOM,11,1627,,86361,13470,0,20062,,3542,0,145,28,196,1,0,12177,3028,1500,1,1,6,0,1,0,0,1,False
0,5,6,0,0,0,0,7181,10,25,Morgana,13,6,0,2318,0,10267,0,9,3,0,0,7,3,False,False,False,False,False,True,6,6841,6170,3,0,0,0,2031,3157,3853,3108,3020,1052,3364,18,0,1,0,0,1,349,26646,10078,9788,0,0,0,0,0,0,0,6,0,2268,670,7946,0,0,0,195,False,UTILITY,61,1627,,28915,10748,1105,19142,,3805,882,28,78,168,3,0,0,0,1406,0,0,6,1,56,3,10,26,False
0,1,6,0,0,0,0,16666,17,83,Yorick,13,2,13514,13514,13514,39922,0,12,1,0,0,0,0,False,False,False,False,False,False,0,13369,12675,0,1,1,0,3053,3047,3075,6632,3082,1011,3340,23,0,1,20,0,1,257,33476,8729,8339,0,4,0,0,0,0,0,4,0,129066,10766,24110,0,0,0,322,False,TOP,7,2013,,189345,20577,0,43301,,6864,0,222,170,331,1,0,26802,1081,10850,4,4,4,0,10,1,1,5,True
2,7,11,0,1,0,1,20381,18,56,Nocturne,0,3,4928,35816,4928,21852,0,5,1,2,0,0,0,False,False,False,False,False,False,10,18596,17375,0,1,1,0,6694,6691,3814,3047,6696,3026,3340,26,4,19,0,6,3,582,4936,2160,9215,0,157,0,0,1,1,0,23,0,216331,31116,23005,0,0,0,281,False,JUNGLE,261,2013,,257298,37333,0,34513,,13763,0,27,847,204,1,1,36030,4056,2292,2,2,4,0,25,1,0,11,True
4,6,8,0,0,0,1,17794,17,157,Yasuo,1,3,1650,7629,1650,30791,0,7,2,0,0,11,0,False,True,False,False,False,False,0,12627,11250,3,0,0,0,1055,6673,3072,1029,3006,3046,3363,23,1,4,618,2,1,739,12251,1168,6518,0,16,1,0,1,0,0,8,0,168143,13267,22566,0,0,0,532,False,MIDDLE,20,2013,,186746,14572,0,30524,,9733,0,204,142,287,1,0,6352,136,1439,0,1,4,0,27,2,1,14,True
0,5,16,0,0,0,2,18292,17,67,Vayne,15,3,4862,8414,4862,33666,0,10,0,3,0,9,1,False,False,False,False,False,False,0,19180,17450,0,0,0,0,3143,3139,6673,3047,3046,3153,3340,29,7,18,687,3,2,324,163,163,8926,1,15,0,0,1,0,0,6,0,154939,33245,24832,1,0,0,331,False,BOTTOM,15,2013,,173909,40575,0,36125,,13961,754,177,127,337,3,0,18806,7166,2366,3,4,4,0,20,0,3,9,True
0,2,12,0,0,0,0,12422,14,555,Pyke,0,10,674,6093,674,15869,0,12,4,1,2,8,0,True,False,False,False,False,False,26,10751,10250,3,0,0,0,3857,3142,3134,3133,3111,6691,3364,31,1,5,0,3,2,417,0,0,7845,0,8,0,0,0,0,0,19,0,33411,8063,19467,4,0,0,217,False,UTILITY,21,2013,,41479,10027,0,28491,,3773,0,42,100,318,1,0,8068,1963,1178,0,2,4,0,95,4,7,40,True
0,0,8,0,0,0,0,16368,16,114,Fiora,18,1,3082,7317,3082,43622,0,10,0,0,0,3,0,False,False,False,False,False,False,0,12459,12400,0,0,0,3,3074,6630,6333,1036,3047,1042,3340,26,3,8,661,3,1,467,2158,653,7302,0,7,0,1,0,0,0,15,0,138833,16989,28550,1,0,0,39,False,TOP,9,2013,,155371,29637,0,40201,,17014,1429,163,117,334,6,0,14379,11994,4348,1,1,10,0,9,0,1,5,False
1,2,13,0,0,0,1,20528,18,126,Jayce,8,2,3619,7847,3619,26232,0,6,0,1,0,7,0,False,False,False,True,False,False,0,17281,16600,0,0,0,3,3026,6692,3042,3158,6695,6694,3363,25,3,12,0,4,2,557,16907,7019,1952,0,8,0,1,0,0,0,11,0,194600,35820,22926,0,0,0,297,False,MIDDLE,13,2013,,214878,45322,0,27345,,3522,0,241,190,248,1,0,3370,2482,2466,1,1,10,0,21,0,3,10,False
3,4,11,0,0,0,0,14951,16,35,Shaco,1,1,249,10785,249,19843,0,6,0,0,2,2,0,False,False,False,False,False,False,0,14737,16140,0,0,0,3,6676,6695,3006,6691,3036,1031,3364,27,3,9,1008,4,1,659,34946,4999,2349,0,127,0,1,0,0,0,4,0,114974,11149,24785,0,0,0,340,False,JUNGLE,27,2013,,183052,17932,0,28341,,7969,0,44,780,196,1,0,33132,1783,1207,1,1,10,0,22,0,7,1,False
0,2,9,0,0,0,0,14208,15,81,Ezreal,2,1,2306,13048,2306,13162,0,11,0,1,0,1,0,False,False,False,False,False,False,0,14301,14283,0,0,0,3,3074,3078,3042,3158,6694,0,3363,23,2,10,0,4,2,289,14998,6203,1204,0,16,0,1,0,0,0,10,0,155777,17529,23826,0,0,0,438,False,BOTTOM,6,2013,,182076,24139,0,29238,,4562,720,195,139,296,3,0,11301,406,4207,1,1,10,0,19,0,3,5,False
0,0,12,0,0,0,0,12874,14,45,Veigar,1,5,1767,4110,1767,14854,0,14,2,0,0,1,0,False,False,False,False,False,False,0,11133,8975,0,0,0,3,3853,2055,3040,6655,3916,3020,3364,22,1,7,0,2,1,265,93577,19182,1241,0,6,0,1,0,0,0,4,0,5460,1192,22661,0,0,0,346,False,UTILITY,35,2013,,99500,20837,0,26192,,0,0,72,133,437,0,0,462,462,2289,0,0,10,0,71,3,7,28,False
0,0,0,0,0,0,0,0,1,75,Nasus,0,2,0,0,0,56,0,0,0,0,0,1,0,False,False,False,False,True,False,0,505,500,0,0,0,0,1056,2003,0,0,0,0,3340,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,75,True,TOP,0,112,,0,0,0,140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,0,1,254,Vi,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,True,JUNGLE,0,112,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,215,1,157,Yasuo,0,1,0,0,0,144,0,0,0,0,0,0,0,False,False,False,False,True,False,0,538,500,0,0,0,0,1055,2003,0,0,0,0,3340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,54,176,0,0,0,421,True,MIDDLE,0,112,,1198,54,0,176,,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,37,1,81,Ezreal,1,2,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,10,526,500,0,0,0,0,2003,3070,0,0,0,0,3340,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,392,True,BOTTOM,0,112,,501,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,0,0,0,0,0,0,37,1,22,Ashe,0,2,0,0,0,117,0,0,0,0,0,0,0,False,False,False,False,True,False,0,585,500,0,0,0,0,3850,2003,0,0,0,0,3340,4,0,0,53,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,198,198,337,0,0,0,495,True,UTILITY,1,112,,239,239,0,337,,17,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False
0,0,0,0,0,0,0,0,1,122,Darius,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,1,505,500,0,0,0,0,1055,2003,0,0,0,0,3340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,0,0,0,0,556,False,TOP,0,112,,140,140,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
0,0,0,0,0,0,0,123,1,126,Jayce,0,1,0,0,0,23,0,0,0,0,0,0,0,False,False,False,False,True,False,0,550,500,0,0,0,0,2003,1055,0,0,0,0,3340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,172,73,0,0,0,297,False,JUNGLE,0,112,,1023,172,0,73,,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,0,0,0,0,0,0,300,2,35,Shaco,0,1,0,0,0,51,0,0,0,0,0,0,0,False,False,False,False,True,False,0,580,500,0,0,0,0,1103,2003,0,0,0,0,3340,2,0,0,0,0,0,0,3105,0,0,0,4,0,0,0,0,0,0,0,586,0,165,0,0,0,340,False,MIDDLE,0,112,,4887,0,0,165,,142,0,0,22,0,1,0,1195,0,0,0,0,0,0,0,0,0,0,True
0,0,0,0,0,0,0,0,1,202,Jhin,0,3,0,0,0,57,0,0,0,0,0,0,0,False,False,False,False,True,False,1,505,500,0,0,0,0,1036,2003,0,0,0,0,3340,5,0,0,117,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,326,243,151,0,0,0,216,False,BOTTOM,0,112,,326,243,0,192,,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,0,0,0,0,0,0,0,1,99,Lux,0,2,0,0,0,11,0,0,0,0,0,0,0,False,False,False,False,True,False,0,565,500,0,0,0,0,3850,2003,0,0,0,0,3340,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,47,0,0,0,278,False,UTILITY,0,112,,94,94,0,47,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1,6,18,0,0,0,2,19888,18,41,Gangplank,1,3,4917,24865,4917,18774,0,8,3,0,0,5,0,False,False,False,False,False,False,0,17932,14025,1,0,1,0,3508,6693,1018,6675,6676,3158,3364,24,2,12,4452,6,1,375,14340,5860,6269,0,12,1,0,1,0,0,24,0,225155,26471,17234,0,0,0,312,False,TOP,17,1816,,266763,38838,0,24156,,2914,0,223,360,296,1,0,27268,6506,652,3,4,6,0,30,3,5,6,True
1,1,13,0,0,0,0,16432,16,105,Fizz,6,3,8981,11581,8981,12500,0,9,1,2,0,12,0,False,True,False,False,False,False,0,15697,13225,0,0,1,0,3152,3089,1082,3100,3020,4630,3364,20,3,14,0,5,2,378,91208,22100,4669,0,0,0,0,0,0,0,14,0,25772,3524,16749,0,0,0,297,False,MIDDLE,18,1816,,120305,26938,0,23048,,999,0,161,213,226,1,0,3325,1313,1629,4,7,6,0,20,1,3,6,True
2,1,12,0,0,0,2,13194,15,254,Vi,2,1,66,10986,66,35736,0,12,0,0,0,2,0,False,False,False,False,False,False,0,14228,12500,0,0,1,0,6676,3508,3158,6692,1031,3133,3364,22,4,13,817,2,1,429,0,0,7209,0,106,0,0,0,0,0,12,0,149831,26771,23812,0,0,0,340,False,JUNGLE,41,1816,,171829,28139,0,32481,,6408,0,33,239,403,1,0,21997,1368,1459,0,0,6,0,15,0,3,0,True
1,2,12,0,0,0,0,15198,16,81,Ezreal,0,2,4855,14539,4855,13345,0,8,1,1,1,3,0,False,False,False,False,False,False,8,13682,11775,1,0,1,0,3042,3153,3508,3158,3035,0,3340,19,4,11,534,3,2,354,17714,5877,4981,0,25,0,0,1,0,0,7,0,120875,12588,16814,0,0,0,311,False,BOTTOM,4,1816,,142164,19176,0,22690,,6842,975,142,106,181,3,0,3575,711,894,1,4,6,0,29,1,2,12,True
1,16,24,0,0,0,0,10841,13,99,Lux,86,3,2479,2941,2479,16585,0,16,1,0,0,6,1,True,False,False,False,False,False,0,11594,10375,1,1,1,0,3853,1058,6655,3020,4645,1058,3364,18,1,7,0,2,1,331,43855,19269,6137,0,0,0,0,1,0,0,45,0,3066,1627,19349,2,0,0,159,False,UTILITY,58,1816,,48793,22768,532,26677,,238,0,25,170,390,1,0,1871,1871,1190,0,3,6,0,56,1,6,25,True
2,2,4,1,0,0,2,16714,17,24,Jax,12,3,8297,12707,8297,19771,0,9,0,1,0,9,0,False,False,False,False,False,False,1,13742,12600,0,0,0,1,6333,6632,3047,3153,3051,0,3340,22,2,7,0,3,2,494,32089,5706,8628,0,16,0,1,0,0,0,12,0,99726,10953,17185,0,0,0,467,False,TOP,14,1816,,134034,17158,0,29926,,5306,0,164,53,308,1,0,2218,498,4112,3,3,8,0,17,0,3,7,False
0,0,10,0,1,0,0,14521,15,19,Warwick,4,1,318,35451,318,40077,0,10,0,1,3,0,0,False,False,False,False,False,False,1,13214,12800,1,0,0,1,6665,3748,3111,3153,3211,0,3364,22,2,11,0,5,2,423,39938,8551,13696,0,114,0,1,0,0,0,15,0,92220,10394,28096,0,0,0,369,False,JUNGLE,28,1816,,162351,20289,0,45181,,23185,0,20,155,295,1,0,30192,1342,3388,1,1,8,0,16,0,1,5,False
2,7,9,1,0,0,0,16878,17,18,Tristana,70,2,2283,5262,2283,21728,0,14,1,3,0,18,0,False,False,False,False,False,False,17,16358,15775,1,0,0,1,6671,3006,3156,6675,3072,3086,3364,29,6,17,657,3,3,231,25884,4617,8947,0,20,0,1,0,0,0,21,0,112089,24560,19707,0,0,0,470,False,MIDDLE,8,1816,,139399,30304,0,31136,,2876,0,143,72,430,1,1,1426,1126,2481,0,0,8,0,20,1,2,9,False
2,0,9,0,0,0,0,14841,16,22,Ashe,0,3,6862,19205,6862,17535,0,10,1,4,0,1,0,False,False,False,True,False,False,0,16705,15725,0,0,0,1,6672,3006,3153,3156,3091,1038,3363,27,4,17,403,7,2,595,2890,2390,10264,0,20,0,1,0,0,0,11,0,155946,24199,16355,0,0,0,465,False,BOTTOM,44,1816,,172965,28616,0,27355,,5474,0,185,670,326,1,0,14129,2026,736,2,2,8,0,26,1,4,4,False
0,1,21,0,0,0,0,11135,13,53,Blitzcrank,1,12,0,0,0,17186,0,14,8,0,0,3,1,False,False,False,False,False,False,0,8945,8525,0,0,0,1,3860,3009,2065,4643,3050,1033,3364,31,0,1,0,0,1,239,17035,6178,14285,0,0,0,1,0,0,0,11,0,5448,2281,15756,0,0,0,249,False,UTILITY,33,1816,,28616,9292,0,31369,,684,0,41,105,314,1,0,6132,833,1326,0,0,8,0,55,9,4,31,False
0,2,2,0,0,0,0,9561,12,58,Renekton,7,2,3598,8623,3598,17367,0,11,0,0,0,4,3,False,False,False,False,False,False,1,8120,7975,0,0,0,2,1055,3123,3134,3153,3133,3047,3364,19,1,4,0,2,1,228,4697,1228,9388,0,0,0,1,0,0,0,2,0,82528,12856,14430,0,0,0,212,False,TOP,16,1356,,97816,15035,0,26441,,4137,0,122,23,281,1,0,10591,950,2622,1,1,9,0,9,1,1,5,False
1,5,4,0,0,0,0,7118,10,62,MonkeyKing,3,3,0,12214,0,12891,0,12,2,0,0,10,0,False,False,False,False,False,False,0,6864,6550,1,0,0,2,3057,1103,1001,3074,3133,1028,3364,19,0,3,0,0,1,211,8956,1057,12232,0,60,0,1,0,0,0,7,0,62093,7392,10866,0,0,0,296,False,JUNGLE,9,1356,,90217,8818,0,23786,,5217,0,32,45,275,1,0,19167,367,687,0,0,9,0,15,2,3,3,False
0,0,2,0,0,0,2,9706,12,17,Teemo,8,3,420,420,420,11036,0,9,1,1,0,5,0,False,False,False,False,False,False,0,10051,9410,0,0,0,2,1056,1011,3158,3115,4633,1052,3364,19,2,8,0,2,2,284,50488,13126,14135,0,4,0,1,0,0,0,1,0,13353,1779,7811,0,0,0,340,False,MIDDLE,46,1356,,66263,16707,0,22871,,931,0,120,492,258,1,0,2421,1800,924,0,0,9,0,25,1,4,7,False
0,0,6,0,0,0,0,7289,10,119,Draven,6,6,2470,3708,2470,8436,0,11,0,0,0,2,0,False,False,False,False,False,False,1,7999,7675,0,0,0,2,3508,3006,6673,2055,0,0,3363,21,0,2,522,0,1,270,0,0,9378,0,4,0,1,0,0,0,0,0,62315,9613,8530,0,0,0,266,False,BOTTOM,10,1356,,66690,9757,0,18615,,2123,215,114,61,252,2,0,4374,144,707,0,1,9,0,6,1,1,4,False
0,0,6,0,0,0,2,8079,11,99,Lux,3,10,1089,1089,1089,8227,0,8,2,0,0,1,0,False,False,False,False,False,False,0,9331,8800,0,0,0,2,3853,3157,3145,2055,4644,3158,3364,24,1,7,0,2,1,331,32991,12077,10374,0,0,0,1,0,0,0,1,0,2730,998,5150,0,0,0,178,False,UTILITY,51,1356,,36102,13455,963,16076,,521,0,31,200,181,1,0,380,380,551,1,1,9,0,37,4,6,12,False
